pair_id,entry_ts,ref_exit_ts,cand_exit_ts,ref_pnl_usd,cand_pnl_usd,d_pnl_usd,ref_return_pct,cand_return_pct,d_return_pct,ref_bars_held,cand_bars_held,d_bars_held,exit_timing,ref_exit_reason,cand_exit_reason,ref_failure_mode,cand_failure_mode,ref_is_winner,cand_is_winner
x0e5_floor_latch,2019-06-08T12:00:00Z,2019-06-08T16:00:00Z,2019-06-08T16:00:00Z,-244.03,-244.03,0.0,-0.9779,-0.9779,0.0,1,1,0,same_exit,x0_trend_exit,x0e5_floor_latch_trend_exit,false_breakout,false_breakout,False,False
x0e5_floor_latch,2019-06-13T04:00:00Z,2019-06-27T00:00:00Z,2019-06-27T00:00:00Z,11579.44,11579.44,0.0,61.7445,61.7445,0.0,83,83,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,winner,winner,True,True
x0e5_floor_latch,2019-06-29T08:00:00Z,2019-07-01T16:00:00Z,2019-07-01T16:00:00Z,-3949.97,-3949.97,0.0,-12.697,-12.697,0.0,14,14,0,same_exit,x0_trail_stop,x0e5_floor_latch_floor_exit,false_breakout,false_breakout,False,False
x0e5_floor_latch,2019-07-03T04:00:00Z,2019-07-11T04:00:00Z,2019-07-11T04:00:00Z,830.42,830.42,0.0,3.4398,3.4398,0.0,48,48,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,winner,winner,True,True
x0e5_floor_latch,2019-07-12T04:00:00Z,2019-07-14T16:00:00Z,2019-07-14T12:00:00Z,-2025.38,-1376.17,649.21,-7.124,-4.7442,2.3798,15,14,-1,candidate_earlier,x0_trail_stop,x0e5_floor_latch_floor_exit,trail_stop_noise,trail_stop_noise,False,False
x0e5_floor_latch,2019-08-03T20:00:00Z,2019-08-07T00:00:00Z,2019-08-07T00:00:00Z,1338.58,1372.88,34.3,5.5995,5.5995,0.0,19,19,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,winner,winner,True,True
x0e5_floor_latch,2019-08-08T00:00:00Z,2019-08-12T12:00:00Z,2019-08-12T12:00:00Z,-1567.16,-1607.31,-40.15,-5.5922,-5.5922,0.0,27,27,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,false_breakout,false_breakout,False,False
x0e5_floor_latch,2019-08-12T16:00:00Z,2019-08-14T04:00:00Z,2019-08-13T16:00:00Z,-1758.05,-1133.71,624.34,-6.7225,-4.1153,2.6072,9,6,-3,candidate_earlier,x0_trail_stop,x0e5_floor_latch_floor_exit,other_loss,other_loss,False,False
x0e5_floor_latch,2019-09-06T08:00:00Z,2019-09-08T20:00:00Z,2019-09-08T20:00:00Z,-930.55,-981.07,-50.52,-3.6968,-3.6968,0.0,15,15,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,trail_stop_noise,trail_stop_noise,False,False
x0e5_floor_latch,2019-09-14T16:00:00Z,2019-09-16T20:00:00Z,2019-09-16T20:00:00Z,-620.93,-654.64,-33.71,-2.4775,-2.4775,0.0,13,13,0,same_exit,x0_trend_exit,x0e5_floor_latch_trend_exit,slow_trend_reversal,slow_trend_reversal,False,False
x0e5_floor_latch,2019-10-27T00:00:00Z,2019-10-30T16:00:00Z,2019-10-30T16:00:00Z,-428.97,-452.26,-23.29,-1.6733,-1.6733,0.0,22,22,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,trail_stop_noise,trail_stop_noise,False,False
x0e5_floor_latch,2019-10-31T00:00:00Z,2019-11-08T16:00:00Z,2019-11-08T12:00:00Z,-880.68,-425.22,455.46,-3.8331,-1.5926,2.2405,52,51,-1,candidate_earlier,x0_trail_stop,x0e5_floor_latch_floor_exit,trail_stop_noise,trail_stop_noise,False,False
x0e5_floor_latch,2019-11-12T00:00:00Z,2019-11-12T04:00:00Z,2019-11-12T04:00:00Z,-85.17,-91.89,-6.72,-0.1165,-0.1165,0.0,1,1,0,same_exit,x0_trend_exit,x0e5_floor_latch_trend_exit,false_breakout,false_breakout,False,False
x0e5_floor_latch,2019-12-29T04:00:00Z,2019-12-31T16:00:00Z,2019-12-31T16:00:00Z,-413.11,-445.69,-32.58,-1.7303,-1.7303,0.0,15,15,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,late_exit_giveback,late_exit_giveback,False,False
x0e5_floor_latch,2020-01-05T00:00:00Z,2020-01-09T08:00:00Z,2020-01-09T08:00:00Z,1510.62,1629.74,119.12,7.8798,7.8798,0.0,26,26,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,winner,winner,True,True
x0e5_floor_latch,2020-01-10T20:00:00Z,2020-01-19T12:00:00Z,2020-01-19T12:00:00Z,1547.11,1669.1,121.99,7.5175,7.5175,0.0,52,52,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,winner,winner,True,True
x0e5_floor_latch,2020-01-21T12:00:00Z,2020-01-23T16:00:00Z,2020-01-23T12:00:00Z,-906.93,-792.18,114.75,-3.6463,-2.895,0.7513,13,12,-1,candidate_earlier,x0_trail_stop,x0e5_floor_latch_floor_exit,trail_stop_noise,trail_stop_noise,False,False
x0e5_floor_latch,2020-01-24T04:00:00Z,2020-02-11T04:00:00Z,2020-02-11T04:00:00Z,3630.44,3947.25,316.81,16.7463,16.7463,0.0,108,108,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,winner,winner,True,True
x0e5_floor_latch,2020-02-11T16:00:00Z,2020-02-15T20:00:00Z,2020-02-15T20:00:00Z,-813.4,-884.38,-70.98,-2.8652,-2.8652,0.0,25,25,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,late_exit_giveback,late_exit_giveback,False,False
x0e5_floor_latch,2020-02-16T08:00:00Z,2020-02-20T00:00:00Z,2020-02-16T20:00:00Z,-1034.42,-714.62,319.8,-3.8566,-2.3409,1.5157,22,3,-19,candidate_earlier,x0_trail_stop,x0e5_floor_latch_floor_exit,trail_stop_noise,other_loss,False,False
x0e5_floor_latch,2020-04-03T16:00:00Z,2020-04-10T12:00:00Z,2020-04-10T12:00:00Z,536.31,577.54,41.23,2.5489,2.5489,0.0,41,41,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,winner,winner,True,True
x0e5_floor_latch,2020-04-12T20:00:00Z,2020-04-15T16:00:00Z,2020-04-13T04:00:00Z,-1525.84,-1740.31,-214.47,-5.9563,-6.3263,-0.37,17,2,-15,candidate_earlier,x0_trail_stop,x0e5_floor_latch_floor_exit,other_loss,other_loss,False,False
x0e5_floor_latch,2020-04-23T12:00:00Z,2020-04-30T12:00:00Z,2020-04-30T12:00:00Z,5340.8,5618.49,277.69,23.6397,23.6397,0.0,42,42,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,winner,winner,True,True
x0e5_floor_latch,2020-04-30T16:00:00Z,2020-05-10T04:00:00Z,2020-05-10T04:00:00Z,-635.74,-668.79,-33.05,-1.9533,-1.9533,0.0,57,57,0,same_exit,x0_trail_stop,x0e5_floor_latch_floor_exit,late_exit_giveback,late_exit_giveback,False,False
x0e5_floor_latch,2020-05-11T04:00:00Z,2020-05-21T16:00:00Z,2020-05-21T16:00:00Z,1084.38,1140.76,56.38,4.233,4.233,0.0,63,63,0,same_exit,x0_trail_stop,x0e5_floor_latch_floor_exit,winner,winner,True,True
x0e5_floor_latch,2020-05-23T04:00:00Z,2020-05-25T00:00:00Z,2020-05-25T00:00:00Z,-1892.51,-1990.91,-98.4,-6.3039,-6.3039,0.0,11,11,0,same_exit,x0_trail_stop,x0e5_floor_latch_floor_exit,other_loss,other_loss,False,False
x0e5_floor_latch,2020-05-28T20:00:00Z,2020-06-02T16:00:00Z,2020-06-02T16:00:00Z,-89.14,-93.78,-4.64,-0.0326,-0.0326,0.0,29,29,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,late_exit_giveback,late_exit_giveback,False,False
x0e5_floor_latch,2020-06-04T00:00:00Z,2020-06-11T16:00:00Z,2020-06-11T16:00:00Z,-532.27,-559.94,-27.67,-1.6946,-1.6946,0.0,46,46,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,trail_stop_noise,trail_stop_noise,False,False
x0e5_floor_latch,2020-06-23T20:00:00Z,2020-06-24T12:00:00Z,2020-06-24T12:00:00Z,-966.5,-1016.75,-50.25,-3.3957,-3.3957,0.0,4,4,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,other_loss,other_loss,False,False
x0e5_floor_latch,2020-07-09T00:00:00Z,2020-07-10T08:00:00Z,2020-07-10T08:00:00Z,-874.68,-920.16,-45.48,-3.1725,-3.1725,0.0,8,8,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,other_loss,other_loss,False,False
x0e5_floor_latch,2020-07-11T04:00:00Z,2020-07-11T12:00:00Z,2020-07-11T12:00:00Z,-299.19,-314.74,-15.55,-0.9301,-0.9301,0.0,2,2,0,same_exit,x0_trend_exit,x0e5_floor_latch_trend_exit,other_loss,other_loss,False,False
x0e5_floor_latch,2020-07-25T20:00:00Z,2020-08-02T08:00:00Z,2020-08-02T08:00:00Z,3972.12,4178.65,206.53,16.8406,16.8406,0.0,45,45,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,winner,winner,True,True
x0e5_floor_latch,2020-08-02T20:00:00Z,2020-08-11T20:00:00Z,2020-08-11T20:00:00Z,319.24,335.84,16.6,1.4416,1.4416,0.0,54,54,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,winner,winner,True,True
x0e5_floor_latch,2020-08-12T12:00:00Z,2020-08-19T04:00:00Z,2020-08-19T04:00:00Z,786.53,827.42,40.89,3.0803,3.0803,0.0,40,40,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,winner,winner,True,True
x0e5_floor_latch,2020-08-19T12:00:00Z,2020-08-25T16:00:00Z,2020-08-22T00:00:00Z,-1181.38,-954.56,226.82,-3.7624,-2.8201,0.9423,37,15,-22,candidate_earlier,x0_trail_stop,x0e5_floor_latch_floor_exit,other_loss,other_loss,False,False
x0e5_floor_latch,2020-08-31T04:00:00Z,2020-09-02T12:00:00Z,2020-09-02T12:00:00Z,-790.6,-816.36,-25.76,-2.5332,-2.5332,0.0,14,14,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,late_exit_giveback,late_exit_giveback,False,False
x0e5_floor_latch,2020-09-18T08:00:00Z,2020-09-21T12:00:00Z,2020-09-21T12:00:00Z,-920.32,-950.31,-29.99,-3.0941,-3.0941,0.0,19,19,0,same_exit,x0_trail_stop,x0e5_floor_latch_floor_exit,trail_stop_noise,trail_stop_noise,False,False
x0e5_floor_latch,2020-09-28T16:00:00Z,2020-10-02T08:00:00Z,2020-10-02T08:00:00Z,-1116.6,-1152.99,-36.39,-3.9623,-3.9623,0.0,22,22,0,same_exit,x0_trail_stop,x0e5_floor_latch_floor_exit,other_loss,other_loss,False,False
x0e5_floor_latch,2020-10-09T04:00:00Z,2020-10-28T20:00:00Z,2020-10-28T20:00:00Z,5112.21,5278.8,166.59,20.6834,20.6834,0.0,118,118,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,winner,winner,True,True
x0e5_floor_latch,2020-10-29T08:00:00Z,2020-11-07T20:00:00Z,2020-11-07T20:00:00Z,3298.06,3405.53,107.47,11.2292,11.2292,0.0,57,57,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,winner,winner,True,True
x0e5_floor_latch,2020-11-11T08:00:00Z,2020-11-26T04:00:00Z,2020-11-26T04:00:00Z,5313.94,5487.09,173.15,16.1791,16.1791,0.0,89,89,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,winner,winner,True,True
x0e5_floor_latch,2020-11-27T20:00:00Z,2020-12-08T12:00:00Z,2020-12-08T12:00:00Z,4318.23,4458.94,140.71,11.4403,11.4403,0.0,64,64,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,winner,winner,True,True
x0e5_floor_latch,2020-12-11T00:00:00Z,2021-01-04T12:00:00Z,2020-12-11T12:00:00Z,29189.51,-1698.55,-30888.06,68.0739,-3.5189,-71.5928,147,3,-144,candidate_earlier,x0_trail_stop,x0e5_floor_latch_floor_exit,winner,other_loss,True,False
x0e5_floor_latch,2021-01-05T04:00:00Z,2021-01-11T04:00:00Z,2021-01-11T04:00:00Z,9449.3,9120.98,-328.32,13.3933,13.3933,0.0,36,36,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,winner,winner,True,True
x0e5_floor_latch,2021-01-12T04:00:00Z,2021-01-17T08:00:00Z,2021-01-17T08:00:00Z,-929.63,-897.33,32.3,-0.8389,-0.8389,0.0,31,31,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,late_exit_giveback,late_exit_giveback,False,False
x0e5_floor_latch,2021-01-17T20:00:00Z,2021-01-21T12:00:00Z,2021-01-21T12:00:00Z,-8145.85,-7862.82,283.03,-9.7979,-9.7979,0.0,22,22,0,same_exit,x0_trail_stop,x0e5_floor_latch_floor_exit,trail_stop_noise,trail_stop_noise,False,False
x0e5_floor_latch,2021-02-02T04:00:00Z,2021-02-22T16:00:00Z,2021-02-22T16:00:00Z,42105.94,40642.94,-1463.0,58.3424,58.3424,0.0,123,123,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,winner,winner,True,True
x0e5_floor_latch,2021-02-24T00:00:00Z,2021-02-26T08:00:00Z,2021-02-26T08:00:00Z,-9699.51,-9362.5,337.01,-8.169,-8.169,0.0,14,14,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,trail_stop_noise,trail_stop_noise,False,False
x0e5_floor_latch,2021-03-02T08:00:00Z,2021-03-15T12:00:00Z,2021-03-15T12:00:00Z,16405.0,15835.0,-570.0,15.9461,15.9461,0.0,79,79,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,winner,winner,True,True
x0e5_floor_latch,2021-03-18T00:00:00Z,2021-03-22T20:00:00Z,2021-03-22T20:00:00Z,-7562.95,-7300.17,262.78,-5.9391,-5.9391,0.0,29,29,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,trail_stop_noise,trail_stop_noise,False,False
x0e5_floor_latch,2021-03-23T00:00:00Z,2021-03-25T00:00:00Z,2021-03-25T00:00:00Z,-4301.39,-4151.94,149.45,-3.4837,-3.4837,0.0,12,12,0,same_exit,x0_trail_stop,x0e5_floor_latch_floor_exit,other_loss,other_loss,False,False
x0e5_floor_latch,2021-03-28T16:00:00Z,2021-04-07T12:00:00Z,2021-04-07T12:00:00Z,-617.9,-596.43,21.47,-0.2645,-0.2645,0.0,59,59,0,same_exit,x0_trail_stop,x0e5_floor_latch_floor_exit,late_exit_giveback,late_exit_giveback,False,False
x0e5_floor_latch,2021-04-09T04:00:00Z,2021-04-16T12:00:00Z,2021-04-16T12:00:00Z,4824.86,4657.22,-167.64,4.7365,4.7365,0.0,44,44,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,winner,winner,True,True
x0e5_floor_latch,2021-05-02T16:00:00Z,2021-05-04T16:00:00Z,2021-05-04T16:00:00Z,-6161.25,-5947.17,214.08,-5.1244,-5.1244,0.0,12,12,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,trail_stop_noise,trail_stop_noise,False,False
x0e5_floor_latch,2021-05-06T04:00:00Z,2021-05-12T20:00:00Z,2021-05-12T20:00:00Z,-4992.63,-4819.16,173.47,-4.3468,-4.3468,0.0,40,40,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,trail_stop_noise,trail_stop_noise,False,False
x0e5_floor_latch,2021-07-25T12:00:00Z,2021-07-27T00:00:00Z,2021-07-27T00:00:00Z,7936.05,7660.31,-275.74,8.0464,8.0464,0.0,9,9,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,winner,winner,True,True
x0e5_floor_latch,2021-07-27T04:00:00Z,2021-08-02T12:00:00Z,2021-08-02T12:00:00Z,7579.73,7316.37,-263.36,7.1682,7.1682,0.0,38,38,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,winner,winner,True,True
x0e5_floor_latch,2021-08-04T08:00:00Z,2021-08-18T00:00:00Z,2021-08-18T00:00:00Z,20774.12,20052.31,-721.81,17.917,17.917,0.0,82,82,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,winner,winner,True,True
x0e5_floor_latch,2021-08-18T16:00:00Z,2021-08-25T00:00:00Z,2021-08-19T04:00:00Z,4904.86,-5837.26,-10742.12,3.8384,-4.0616,-7.9,38,3,-35,candidate_earlier,x0_trail_stop,x0e5_floor_latch_floor_exit,winner,other_loss,True,False
x0e5_floor_latch,2021-08-27T04:00:00Z,2021-09-07T16:00:00Z,2021-09-07T16:00:00Z,-1226.34,-1161.66,64.68,-0.554,-0.554,0.0,69,69,0,same_exit,x0_trail_stop,x0e5_floor_latch_floor_exit,late_exit_giveback,late_exit_giveback,False,False
x0e5_floor_latch,2021-09-18T08:00:00Z,2021-09-20T04:00:00Z,2021-09-20T04:00:00Z,-9706.0,-9194.07,511.93,-6.5202,-6.5202,0.0,11,11,0,same_exit,x0_trail_stop,x0e5_floor_latch_floor_exit,other_loss,other_loss,False,False
x0e5_floor_latch,2021-10-02T12:00:00Z,2021-10-21T16:00:00Z,2021-10-21T16:00:00Z,41772.69,39569.44,-2203.25,31.797,31.797,0.0,115,115,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,winner,winner,True,True
x0e5_floor_latch,2021-10-25T00:00:00Z,2021-10-27T08:00:00Z,2021-10-27T08:00:00Z,-3450.52,-3268.53,181.99,-1.6795,-1.6795,0.0,14,14,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,late_exit_giveback,late_exit_giveback,False,False
x0e5_floor_latch,2021-10-29T04:00:00Z,2021-11-06T08:00:00Z,2021-11-06T08:00:00Z,-3211.36,-3041.98,169.38,-1.5794,-1.5794,0.0,49,49,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,trail_stop_noise,trail_stop_noise,False,False
x0e5_floor_latch,2021-11-06T20:00:00Z,2021-11-11T00:00:00Z,2021-11-11T00:00:00Z,9299.01,8808.54,-490.47,5.8477,5.8477,0.0,25,25,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,winner,winner,True,True
x0e5_floor_latch,2021-11-15T04:00:00Z,2021-11-16T04:00:00Z,2021-11-16T04:00:00Z,-13795.19,-13067.58,727.61,-7.4977,-7.4977,0.0,6,6,0,same_exit,x0_trail_stop,x0e5_floor_latch_floor_exit,trail_stop_noise,trail_stop_noise,False,False
x0e5_floor_latch,2021-12-26T00:00:00Z,2021-12-28T16:00:00Z,2021-12-28T16:00:00Z,-5539.99,-5247.79,292.2,-3.0952,-3.0952,0.0,16,16,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,late_exit_giveback,late_exit_giveback,False,False
x0e5_floor_latch,2022-02-05T20:00:00Z,2022-02-12T08:00:00Z,2022-02-12T08:00:00Z,1328.29,1258.23,-70.06,1.1431,1.1431,0.0,39,39,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,winner,winner,True,True
x0e5_floor_latch,2022-02-15T00:00:00Z,2022-02-17T16:00:00Z,2022-02-17T16:00:00Z,-3071.93,-2909.91,162.02,-1.6322,-1.6322,0.0,16,16,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,late_exit_giveback,late_exit_giveback,False,False
x0e5_floor_latch,2022-03-01T16:00:00Z,2022-03-04T04:00:00Z,2022-03-04T04:00:00Z,-8599.88,-8146.29,453.59,-5.2163,-5.2163,0.0,15,15,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,trail_stop_noise,trail_stop_noise,False,False
x0e5_floor_latch,2022-03-17T16:00:00Z,2022-03-31T20:00:00Z,2022-03-31T20:00:00Z,16500.25,15629.97,-870.28,11.5013,11.5013,0.0,85,85,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,winner,winner,True,True
x0e5_floor_latch,2022-04-01T20:00:00Z,2022-04-06T16:00:00Z,2022-04-06T16:00:00Z,-8551.24,-8100.22,451.02,-4.9212,-4.9212,0.0,29,29,0,same_exit,x0_trail_stop,x0e5_floor_latch_floor_exit,trail_stop_noise,trail_stop_noise,False,False
x0e5_floor_latch,2022-07-19T04:00:00Z,2022-07-23T12:00:00Z,2022-07-23T12:00:00Z,1534.44,1453.51,-80.93,1.2889,1.2889,0.0,26,26,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,winner,winner,True,True
x0e5_floor_latch,2022-07-24T00:00:00Z,2022-07-26T00:00:00Z,2022-07-25T04:00:00Z,-8713.27,-4577.44,4135.83,-5.2576,-2.782,2.4756,12,7,-5,candidate_earlier,x0_trail_stop,x0e5_floor_latch_floor_exit,trail_stop_noise,trail_stop_noise,False,False
x0e5_floor_latch,2022-07-28T04:00:00Z,2022-08-01T20:00:00Z,2022-08-01T20:00:00Z,-1878.42,-1825.84,52.58,-0.9681,-0.9681,0.0,28,28,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,late_exit_giveback,late_exit_giveback,False,False
x0e5_floor_latch,2022-08-03T16:00:00Z,2022-08-09T16:00:00Z,2022-08-04T20:00:00Z,-2466.95,-6186.02,-3719.07,-1.3868,-4.0524,-2.6656,36,7,-29,candidate_earlier,x0_trail_stop,x0e5_floor_latch_floor_exit,trail_stop_noise,other_loss,False,False
x0e5_floor_latch,2022-08-10T12:00:00Z,2022-08-17T12:00:00Z,2022-08-17T12:00:00Z,3154.27,2954.13,-200.14,2.4947,2.4947,0.0,42,42,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,winner,winner,True,True
x0e5_floor_latch,2022-08-17T16:00:00Z,2022-08-19T08:00:00Z,2022-08-17T20:00:00Z,-10038.57,-1363.26,8675.31,-6.5335,-0.6905,5.843,10,1,-9,candidate_earlier,x0_trail_stop,x0e5_floor_latch_floor_exit,trail_stop_noise,false_breakout,False,False
x0e5_floor_latch,2022-09-11T16:00:00Z,2022-09-13T16:00:00Z,2022-09-13T16:00:00Z,-5812.26,-5783.76,28.5,-3.9456,-3.9456,0.0,12,12,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,other_loss,other_loss,False,False
x0e5_floor_latch,2022-09-13T20:00:00Z,2022-09-15T16:00:00Z,2022-09-14T20:00:00Z,-4187.1,-2790.12,1396.98,-2.8936,-1.8384,1.0552,11,6,-5,candidate_earlier,x0_trend_exit,x0e5_floor_latch_floor_exit,other_loss,other_loss,False,False
x0e5_floor_latch,2022-10-05T04:00:00Z,2022-10-07T20:00:00Z,2022-10-07T20:00:00Z,-5222.81,-5253.68,-30.87,-3.8147,-3.8147,0.0,16,16,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,false_breakout,false_breakout,False,False
x0e5_floor_latch,2022-10-26T04:00:00Z,2022-10-28T08:00:00Z,2022-10-28T08:00:00Z,-1631.77,-1641.41,-9.64,-1.0403,-1.0403,0.0,13,13,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,late_exit_giveback,late_exit_giveback,False,False
x0e5_floor_latch,2022-10-29T00:00:00Z,2022-11-02T20:00:00Z,2022-11-02T20:00:00Z,-2586.21,-2601.5,-15.29,-1.8533,-1.8533,0.0,29,29,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,trail_stop_noise,trail_stop_noise,False,False
x0e5_floor_latch,2022-11-03T04:00:00Z,2022-11-07T08:00:00Z,2022-11-07T08:00:00Z,1285.6,1293.19,7.59,1.3945,1.3945,0.0,25,25,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,winner,winner,True,True
x0e5_floor_latch,2022-12-07T04:00:00Z,2022-12-07T08:00:00Z,2022-12-07T08:00:00Z,-2418.15,-2432.44,-14.29,-1.7353,-1.7353,0.0,1,1,0,same_exit,x0_trend_exit,x0e5_floor_latch_floor_exit,false_breakout,false_breakout,False,False
x0e5_floor_latch,2022-12-09T08:00:00Z,2022-12-15T16:00:00Z,2022-12-15T16:00:00Z,880.63,885.84,5.21,1.0572,1.0572,0.0,38,38,0,same_exit,x0_trail_stop,x0e5_floor_latch_trail_stop,winner,winner,True,True
