trade_id,entry_time,exit_time,entry_price,exit_price,qty,pnl,return_pct,days_held,entry_reason,exit_reason
1,2019-01-03 04:00:00,2019-01-10 08:00:00,3845.6727904574996,3773.7634043850007,2.5964305884465753,-201.40520170010677,-1.8698779118944242,7.166666666666667,vtrend_qvdo_entry,vtrend_trail_stop
2,2019-02-09 20:00:00,2019-02-24 16:00:00,3657.2144733899995,3774.482684565001,2.67114873627221,298.11752710557084,3.206489858012107,14.833333333333334,vtrend_qvdo_entry,vtrend_trail_stop
3,2019-03-01 12:00:00,2019-03-04 12:00:00,3832.4095371449994,3703.8733468950004,2.6228938331195724,-351.709080579747,-3.3539262702532935,3.0,vtrend_qvdo_entry,vtrend_trail_stop
4,2019-03-05 08:00:00,2019-03-25 16:00:00,3732.9201222975,3958.95807073,2.5946886873130452,571.0897121217531,6.055258109658679,20.333333333333332,vtrend_qvdo_entry,vtrend_trail_stop
5,2019-03-26 08:00:00,2019-04-11 12:00:00,3929.9069614949995,4996.010240252501,2.6060395792595514,2758.777639383701,27.12795211701242,16.166666666666668,vtrend_qvdo_entry,vtrend_trail_stop
6,2019-04-14 12:00:00,2019-04-26 00:00:00,5052.028241744999,5215.2508351175,2.5694233886699003,399.28766776036537,3.230832955837215,11.5,vtrend_qvdo_entry,vtrend_trail_stop
7,2019-04-30 12:00:00,2019-05-17 04:00:00,5287.60364058,7336.597895985001,2.5266733344205257,5149.333368108932,38.750904846193166,16.666666666666668,vtrend_qvdo_entry,vtrend_trail_stop
8,2019-05-19 04:00:00,2019-05-31 00:00:00,7911.905975999999,8258.834966775003,2.3359299337992026,781.4637247282844,4.38489779614899,11.833333333333334,vtrend_qvdo_entry,vtrend_trail_stop
9,2019-06-02 16:00:00,2019-06-04 00:00:00,8685.899389304997,8107.546368915,2.214424719870895,-1307.6495518088414,-6.658527740974374,1.3333333333333333,vtrend_qvdo_entry,vtrend_trail_stop
10,2019-06-05 12:00:00,2019-06-08 08:00:00,7798.542697687498,7902.131937510001,2.2952712843153646,210.55910274709095,1.328315351190179,2.8333333333333335,vtrend_qvdo_entry,vtrend_trend_exit
11,2019-06-13 04:00:00,2019-06-27 16:00:00,8090.094030502499,11818.1729575,2.2352280875802215,8293.482262133024,46.08202219827524,14.5,vtrend_qvdo_entry,vtrend_trail_stop
12,2019-06-30 08:00:00,2019-07-02 08:00:00,11740.541742202498,9856.835766675002,2.2432680259344107,-4258.824671930826,-16.04445533170191,2.0,vtrend_qvdo_entry,vtrend_trail_stop
13,2019-07-03 04:00:00,2019-07-11 08:00:00,11300.752282364998,11574.017296400001,1.9507806861641408,499.2125574791389,2.418113477820749,8.166666666666666,vtrend_qvdo_entry,vtrend_trail_stop
14,2019-08-04 16:00:00,2019-08-10 20:00:00,10955.166956054998,11320.231272890001,2.054805356752882,715.2448060030729,3.3323482727319886,6.166666666666667,vtrend_qvdo_entry,vtrend_trail_stop
15,2019-09-06 12:00:00,2019-09-09 04:00:00,10845.2070785925,10289.922355055001,2.138381830123214,-1220.4164378537243,-5.120093323377695,2.6666666666666665,vtrend_qvdo_entry,vtrend_trail_stop
16,2019-09-14 16:00:00,2019-09-16 20:00:00,10368.140369445,10111.2711403475,2.1158925067997254,-575.5992213349418,-2.477486028781939,2.1666666666666665,vtrend_qvdo_entry,vtrend_trend_exit
17,2019-11-02 00:00:00,2019-11-08 12:00:00,9240.63370785,9017.245986567501,2.308313104530722,-546.8707450440052,-2.4174502349631033,6.5,vtrend_qvdo_entry,vtrend_trail_stop
18,2019-11-10 20:00:00,2019-11-12 04:00:00,9057.3405520725,8731.9115351625,2.2912108253590096,-775.6364617832915,-3.5929864295047853,1.3333333333333333,vtrend_qvdo_entry,vtrend_trend_exit
19,2020-01-05 00:00:00,2020-01-10 00:00:00,7361.546028547499,7809.924214435001,2.709583028139309,1183.175465514938,6.090815491049395,5.0,vtrend_qvdo_entry,vtrend_trail_stop
20,2020-01-14 04:00:00,2020-01-19 16:00:00,8470.293945457499,8622.351177745,2.4908519596582464,346.53655453161264,1.795182472611212,5.5,vtrend_qvdo_entry,vtrend_trail_stop
21,2020-01-22 00:00:00,2020-01-24 04:00:00,8744.77822401,8312.271490147501,2.4486230845650603,-1089.5764025494718,-4.9458856792387484,2.1666666666666665,vtrend_qvdo_entry,vtrend_trail_stop
22,2020-01-24 16:00:00,2020-02-11 04:00:00,8516.309926949998,9723.6990033575,2.382798491899774,2842.2104474187254,14.177373613267651,17.5,vtrend_qvdo_entry,vtrend_trail_stop
23,2020-02-11 16:00:00,2020-02-16 16:00:00,10175.167541249997,9848.683924635003,2.270253584364607,-774.7391158282735,-3.2086313595469984,5.0,vtrend_qvdo_entry,vtrend_trail_stop
24,2020-02-18 16:00:00,2020-02-20 12:00:00,9840.5231476725,9555.926901372502,2.265330113201692,-677.175440301402,-2.8920845165362086,1.8333333333333333,vtrend_qvdo_entry,vtrend_trail_stop
25,2020-02-21 16:00:00,2020-02-25 16:00:00,9732.345050655,9385.7971587975,2.2176036851419254,-799.7268496123688,-3.5607850939704977,4.0,vtrend_qvdo_entry,vtrend_trail_stop
26,2020-04-06 08:00:00,2020-04-10 12:00:00,7037.512237619999,6891.34348456,2.9487167132626677,-461.49117466941243,-2.0769946555635577,4.166666666666667,vtrend_qvdo_entry,vtrend_trail_stop
27,2020-04-12 20:00:00,2020-04-15 16:00:00,7119.2439080325,6695.199775475,2.8457725873948325,-1235.312692260024,-5.956308535504162,2.8333333333333335,vtrend_qvdo_entry,vtrend_trail_stop
28,2020-04-15 20:00:00,2020-04-20 20:00:00,6736.741692502499,6762.172752235,2.8197522507820154,43.10781016305555,0.3774979195180439,5.0,vtrend_qvdo_entry,vtrend_trail_stop
29,2020-04-23 16:00:00,2020-05-10 04:00:00,7536.310662194998,8614.1094256825,2.5225253324627457,2686.1807203299104,14.301411019242494,16.5,vtrend_qvdo_entry,vtrend_trail_stop
30,2020-05-14 12:00:00,2020-05-21 16:00:00,9696.399131677497,9073.419770625,2.2342540417735495,-1422.3026425658863,-6.424852696268091,7.166666666666667,vtrend_qvdo_entry,vtrend_trail_stop
31,2020-05-23 08:00:00,2020-05-26 00:00:00,9264.958013925,8891.451875087501,2.181510038069473,-843.9025784323458,-4.0313851209700875,2.6666666666666665,vtrend_qvdo_entry,vtrend_trend_exit
32,2020-05-28 20:00:00,2020-06-02 16:00:00,9461.69460306,9458.614287020002,2.0438926756877946,-35.29442408804607,-0.03255564853045234,4.833333333333333,vtrend_qvdo_entry,vtrend_trail_stop
33,2020-06-07 20:00:00,2020-06-11 20:00:00,9785.2879538775,9271.651390232502,1.9697409255939315,-1039.1250870797521,-5.249069481307034,4.0,vtrend_qvdo_entry,vtrend_trail_stop
34,2020-06-13 20:00:00,2020-06-15 00:00:00,9413.536481032499,9332.760235525002,1.9342406579701925,-183.31840470674433,-0.858086072861719,1.1666666666666667,vtrend_qvdo_entry,vtrend_trend_exit
35,2020-07-25 20:00:00,2020-08-03 00:00:00,9683.816558534998,11060.291407840003,1.8585368576951786,2527.39530226629,14.214177240809311,8.166666666666666,vtrend_qvdo_entry,vtrend_trail_stop
36,2020-08-08 20:00:00,2020-08-11 20:00:00,11725.096308344997,11375.665796762501,1.7479074955904936,-640.5976276533038,-2.9801931036915974,3.0,vtrend_qvdo_entry,vtrend_trail_stop
37,2020-08-14 00:00:00,2020-08-19 04:00:00,11791.552714942498,11825.275849277501,1.681207768004133,26.874476980559848,0.2859940090185864,5.166666666666667,vtrend_qvdo_entry,vtrend_trail_stop
38,2020-08-22 16:00:00,2020-08-25 20:00:00,11594.685995775,11282.708823500001,1.7095066409155988,-562.2588463101165,-2.6906909974852344,3.1666666666666665,vtrend_qvdo_entry,vtrend_trail_stop
39,2020-08-31 00:00:00,2020-09-02 12:00:00,11722.8840977925,11394.606841502502,1.640388881207564,-566.5397407242381,-2.8003113700647564,2.5,vtrend_qvdo_entry,vtrend_trail_stop
40,2020-09-18 08:00:00,2020-09-21 12:00:00,10965.096878534998,10625.826199115001,1.6995377060522594,-603.6918006572851,-3.094096506198174,3.1666666666666665,vtrend_qvdo_entry,vtrend_trail_stop
41,2020-09-28 16:00:00,2020-10-02 08:00:00,10912.794615472498,10480.391742720001,1.6498886934723025,-739.3538305385009,-3.9623477577358845,3.6666666666666665,vtrend_qvdo_entry,vtrend_trail_stop
42,2020-10-09 00:00:00,2020-10-29 12:00:00,10936.36817136,13038.631582920003,1.5763627216043639,3283.0992538239298,19.222683240176373,20.5,vtrend_qvdo_entry,vtrend_trail_stop
43,2020-10-31 12:00:00,2020-11-26 08:00:00,13953.943484999998,17593.31348273,1.468548608105002,5305.836790504971,26.08130097160131,25.833333333333332,vtrend_qvdo_entry,vtrend_trail_stop
44,2020-11-28 08:00:00,2020-12-08 12:00:00,17031.73897368,18744.191740737504,1.5124258450338002,2547.4340232479735,10.05447987257111,10.166666666666666,vtrend_qvdo_entry,vtrend_trail_stop
45,2020-12-12 04:00:00,2021-01-11 08:00:00,18300.296580502494,34337.8863430625,1.5444711340528001,24690.04363666276,87.63568225253124,30.166666666666668,vtrend_qvdo_entry,vtrend_trail_stop
46,2021-01-13 08:00:00,2021-01-17 08:00:00,35021.895646724995,34726.157780227506,1.5097701011623665,-525.1389607367091,-0.8444370615476537,4.0,vtrend_qvdo_entry,vtrend_trail_stop
47,2021-01-18 16:00:00,2021-01-21 12:00:00,36442.405091497494,32174.691161722505,1.4343582605021161,-6190.655779703084,-11.710845974791894,2.8333333333333335,vtrend_qvdo_entry,vtrend_trail_stop
48,2021-02-02 12:00:00,2021-02-23 08:00:00,34757.7016507425,49593.28949073,1.3237869342233817,19540.680921119252,42.68287929121626,20.833333333333332,vtrend_qvdo_entry,vtrend_trail_stop
49,2021-03-02 08:00:00,2021-03-16 00:00:00,48379.94368289999,55549.60870130001,1.3529220129487438,9587.266196227924,14.819498479354687,13.666666666666666,vtrend_qvdo_entry,vtrend_trail_stop
50,2021-03-20 12:00:00,2021-03-23 00:00:00,59302.16772072749,54029.1802708125,1.2635147436437906,-6764.897384804994,-8.89172799676926,2.5,vtrend_qvdo_entry,vtrend_trail_stop
51,2021-03-24 12:00:00,2021-03-25 12:00:00,56592.63021402,52111.049840800006,1.2026684807557764,-5483.863934559326,-7.919017646417403,1.0,vtrend_qvdo_entry,vtrend_trail_stop
52,2021-03-29 08:00:00,2021-04-07 12:00:00,55967.91596799749,56264.16361011751,1.1164357420409754,236.5184712825867,0.5293169077251525,9.166666666666666,vtrend_qvdo_entry,vtrend_trail_stop
53,2021-04-09 04:00:00,2021-04-17 12:00:00,58043.710206427495,60826.05829173251,1.0789654779731235,2903.613706161792,4.79353934372877,8.333333333333334,vtrend_qvdo_entry,vtrend_trail_stop
54,2021-05-03 08:00:00,2021-05-04 16:00:00,58846.682576969986,53748.75091063501,1.111916958281296,-5758.12289339304,-8.663074013844374,1.3333333333333333,vtrend_qvdo_entry,vtrend_trail_stop
55,2021-05-06 12:00:00,2021-05-12 20:00:00,58046.002496999994,54382.576609250005,1.0265155420485754,-3844.300451077528,-6.311245788095965,6.333333333333333,vtrend_qvdo_entry,vtrend_trail_stop
56,2021-07-25 12:00:00,2021-08-02 20:00:00,34433.447639759994,39138.68194446251,1.6163742254994637,7510.525319984459,13.664720285718413,8.333333333333334,vtrend_qvdo_entry,vtrend_trail_stop
57,2021-08-05 00:00:00,2021-08-18 00:00:00,39762.90310079249,44651.2652239875,1.5862335941881818,7647.84321498705,12.29377571050032,13.0,vtrend_qvdo_entry,vtrend_trail_stop
58,2021-08-18 16:00:00,2021-08-25 00:00:00,45865.83145499999,47626.34790850251,1.5396030316263078,2600.5079646026425,3.8384051867233593,6.333333333333333,vtrend_qvdo_entry,vtrend_trail_stop
59,2021-08-27 12:00:00,2021-09-07 16:00:00,47501.285683455,46609.425594017506,1.5390324921902843,-1480.2017867793038,-1.8775493686229439,11.166666666666666,vtrend_qvdo_entry,vtrend_trail_stop
60,2021-09-18 08:00:00,2021-09-20 04:00:00,48670.6441655025,45497.2186356875,1.4694389957927119,-4763.438304649375,-6.520204497445925,1.8333333333333333,vtrend_qvdo_entry,vtrend_trail_stop
61,2021-10-02 16:00:00,2021-10-22 00:00:00,47879.78389798499,62130.97239828751,1.392134969578378,19709.83582027002,29.764521349275075,19.333333333333332,vtrend_qvdo_entry,vtrend_trail_stop
62,2021-10-25 04:00:00,2021-10-27 08:00:00,62146.780201170004,59890.05499749751,1.3876117738600913,-3256.1146811602375,-3.6312825803162196,2.1666666666666665,vtrend_qvdo_entry,vtrend_trail_stop
63,2021-10-29 16:00:00,2021-11-06 08:00:00,62362.3055649975,60730.09432771751,1.3286103788687922,-2289.602740806702,-2.617304191197367,7.666666666666667,vtrend_qvdo_entry,vtrend_trail_stop
64,2021-11-07 04:00:00,2021-11-12 08:00:00,62195.1785632575,64423.638012027506,1.2934272099050106,2757.3591576603067,3.58300996998262,5.166666666666667,vtrend_qvdo_entry,vtrend_trail_stop
65,2021-11-15 04:00:00,2021-11-16 04:00:00,65778.389088165,60846.50782685001,1.2629935161007015,-6344.207172513416,-7.497722777468185,1.0,vtrend_qvdo_entry,vtrend_trail_stop
66,2021-12-26 00:00:00,2021-12-28 16:00:00,50450.0822699175,48888.54476436751,1.518700079012164,-2482.8776882538805,-3.0952130012305346,2.6666666666666665,vtrend_qvdo_entry,vtrend_trail_stop
67,2022-02-05 20:00:00,2022-02-12 16:00:00,41586.455286225,42081.80661098,1.780017767511284,769.3746140393778,1.1911362037126505,6.833333333333333,vtrend_qvdo_entry,vtrend_trail_stop
68,2022-02-15 00:00:00,2022-02-17 16:00:00,42578.486573985,41883.52504136001,1.7539839235515113,-1329.145900087271,-1.6321893720140035,2.6666666666666665,vtrend_qvdo_entry,vtrend_trail_stop
69,2022-03-17 16:00:00,2022-03-31 20:00:00,40839.36875963999,45536.409415495014,1.7934403201732052,8301.361848680695,11.501256749337752,14.166666666666666,vtrend_qvdo_entry,vtrend_trail_stop
70,2022-04-08 16:00:00,2022-04-09 00:00:00,43691.66892200249,42209.778543005,1.863563492602982,-2879.5877138247306,-3.3917001010946413,0.3333333333333333,vtrend_qvdo_entry,vtrend_trend_exit
71,2022-07-18 08:00:00,2022-07-23 12:00:00,22268.181491482497,22208.05527757,3.521840074330897,-329.07473824908084,-0.2700095377590417,5.166666666666667,vtrend_qvdo_entry,vtrend_trail_stop
72,2022-07-27 20:00:00,2022-08-01 20:00:00,22796.399313404996,22932.4203688425,3.42066875354462,347.61665346095106,0.596677806733803,5.0,vtrend_qvdo_entry,vtrend_trail_stop
73,2022-08-05 12:00:00,2022-08-09 16:00:00,23427.079520917498,23051.930768750004,3.33841158296657,-1367.8361886036146,-1.601346646015056,4.166666666666667,vtrend_qvdo_entry,vtrend_trail_stop
74,2022-08-10 16:00:00,2022-08-17 16:00:00,24021.103099275,23368.513947975007,3.1941209219262,-2196.411450562693,-2.716732652130738,7.0,vtrend_qvdo_entry,vtrend_trail_stop
75,2022-08-18 12:00:00,2022-08-19 08:00:00,23557.9703136075,21885.4681068425,3.1589423083663637,-5387.04037849771,-7.099517422343182,0.8333333333333334,vtrend_qvdo_entry,vtrend_trail_stop
76,2022-09-12 04:00:00,2022-09-13 16:00:00,21678.091844107497,20808.945437442504,3.1796081262405163,-2862.7914155418403,-4.009330770047659,1.5,vtrend_qvdo_entry,vtrend_trail_stop
77,2022-10-06 04:00:00,2022-10-07 20:00:00,20376.44116902,19439.865544830005,3.2373708382905098,-3126.4436943291003,-4.596365068959873,1.6666666666666667,vtrend_qvdo_entry,vtrend_trail_stop
